current_race_date,track,race_no,horse,trainer_name,jockey_name,trainer_canonical,jockey_canonical,combo_canonical,connection_evidence_status,trainer_track_read,trainer_distance_read,trainer_prep_read,trainer_market_read,jockey_track_read,jockey_distance_read,jockey_heavy_read,combo_read,connection_strength,connection_band,connection_score,connection_angle_1,connection_angle_2,connection_angle_3,connection_risk_1,connection_narrative,evidence_quality,join_quality
2026-06-27,CAULFIELD,6,SET ME LOOSE,LINDSEY SMITH,FRED KERSLEY,LSMITH,FWKERSLEY,LSMITH|FWKERSLEY,DEVELOPING_CONNECTION,"Trainer at CAULFIELD: 139 starts, 9.4% win, 31.7% place, A/E 0.74, ROI +9.5%","Trainer over sprint trips: 365 starts, 18.1% win, 43.0% place, A/E 1.03, ROI -44.1%","Trainer prep profile: 711 starts, NEUTRAL, ELITE SAMPLE, win lift -0.9pts, place lift -2.7pts | Combo prep profile: 100 starts, NEUTRAL, ELITE SAMPLE, win lift +3.0pts, place lift +6.3pts","Trainer market profile: 1862 starts, 16.8% win, 39.9% place, A/E 0.97, ROI -17.7%","Jockey at CAULFIELD: 136 starts, 4.4% win, 20.6% place, A/E 0.54, ROI -59.1%","Jockey over sprint trips: 514 starts, 10.1% win, 36.0% place, A/E 0.82, ROI -58.7%",Not applicable today,"Trainer/jockey combination: 280 starts, 16.8% win, 41.1% place, A/E 1.06, ROI -39.3%",NEUTRAL,NEUTRAL,22,Trainer track profile: ROI +9.5% from 139 starts,Trainer distance profile: 43.0% place from 365 starts,Trainer market profile: 39.9% place from 1862 starts,Jockey track profile: below market expectation,SET ME LOOSE has a neutral connection read. Trainer track profile: ROI +9.5% from 139 starts.,HIGH,BRIDGE_RESOLVED
2026-06-27,CAULFIELD,6,STAR TRIP,CIARON MAHER,Not Notified,CMAHER,,,DEVELOPING_CONNECTION,"Trainer at CAULFIELD: 537 starts, 12.7% win, 33.0% place, A/E 1.00, ROI -13.9%","Trainer over sprint trips: 731 starts, 15.6% win, 39.4% place, A/E 1.11, ROI -39.4%","Trainer prep profile: 1065 starts, NEUTRAL, ELITE SAMPLE, win lift -0.1pts, place lift -2.0pts","Trainer market profile: 3837 starts, 14.5% win, 39.0% place, A/E 0.95, ROI -27.2%",Limited sample,"Jockey over sprint trips: 519 starts, 0.4% win, 2.3% place, A/E 0.45, ROI -96.0%",Not applicable today,"Trainer/jockey combination: 48 starts, 0.0% win, 0.0% place, ROI -100.0%",NEUTRAL,NEUTRAL,20,Trainer distance profile: A/E 1.11 from 731 starts,Trainer market profile: 39.0% place from 3837 starts,"Trainer prep profile: 1065 starts, NEUTRAL, ELITE SAMPLE, win lift -0.1pts, place lift -2.0pts",Jockey distance profile: below market expectation,STAR TRIP has a neutral connection read. Trainer distance profile: A/E 1.11 from 731 starts.,HIGH,MISSING_JOCKEY
2026-06-27,CAULFIELD,6,MAD ABOUT MAGNUS,"BEN, WILL & JD HAYES",DAMIEN THORNTON,BWJDHAYES,DTHORNTON,BWJDHAYES|DTHORNTON,DEVELOPING_CONNECTION,"Trainer at CAULFIELD: 387 starts, 13.7% win, 36.7% place, A/E 1.00, ROI -18.6%","Trainer over sprint trips: 1305 starts, 17.4% win, 44.3% place, A/E 1.44, ROI -47.2%","Trainer prep profile: 782 starts, NEUTRAL, ELITE SAMPLE, win lift -0.4pts, place lift +0.1pts","Trainer market profile: 4345 starts, 16.0% win, 41.2% place, A/E 1.01, ROI -31.7%","Jockey at CAULFIELD: 291 starts, 7.6% win, 22.7% place, A/E 0.85, ROI -36.8%","Jockey over sprint trips: 878 starts, 9.9% win, 31.5% place, A/E 0.79, ROI -30.5%",Not applicable today,"Trainer/jockey combination: 19 starts, 10.5% win, 31.6% place, A/E 0.78, ROI -76.8%",NEUTRAL,NEUTRAL,9,Trainer distance profile: A/E 1.44 from 1305 starts,Trainer market profile: 41.2% place from 4345 starts,"Trainer prep profile: 782 starts, NEUTRAL, ELITE SAMPLE, win lift -0.4pts, place lift +0.1pts",Jockey track profile: below market expectation,MAD ABOUT MAGNUS has a neutral connection read. Trainer distance profile: A/E 1.44 from 1305 starts.,HIGH,CANONICAL_BRIDGE
2026-06-27,CAULFIELD,6,LOGAM,CINDY ALDERSON,LOGAN BATES,CALDERSON,LJBATES,CALDERSON|LJBATES,DEVELOPING_CONNECTION,"Trainer at CAULFIELD: 48 starts, 14.6% win, 37.5% place, A/E 1.19, ROI -33.8%","Trainer over sprint trips: 49 starts, 10.2% win, 28.6% place, A/E 0.67, ROI -44.5%","Trainer prep profile: 164 starts, MILD PREP CONTEXT EDGE, ELITE SAMPLE, win lift +11.0pts, place lift +1.4pts","Trainer market profile: 528 starts, 14.4% win, 39.8% place, A/E 0.90, ROI -31.1%","Jockey at CAULFIELD: 104 starts, 8.7% win, 30.8% place, A/E 0.74, ROI -55.5%","Jockey over sprint trips: 340 starts, 12.9% win, 37.4% place, A/E 0.98, ROI -34.5%",Not applicable today,Limited sample,NEUTRAL,NEUTRAL,37,Trainer track profile: A/E 1.19 from 48 starts,Trainer market profile: 39.8% place from 528 starts,"Trainer prep profile: 164 starts, MILD PREP CONTEXT EDGE, ELITE SAMPLE, win lift +11.0pts, place lift +1.4pts",Trainer distance profile: below market expectation,LOGAM has a neutral connection read. Trainer track profile: A/E 1.19 from 48 starts.,HIGH,BRIDGE_RESOLVED
2026-06-27,CAULFIELD,6,PALAZZO DAMA (1E),EMMA-LEE & DAVID BROWNE,Not Notified,ELDBROWNE,,,DEVELOPING_CONNECTION,"Trainer at CAULFIELD: 28 starts, 7.1% win, 25.0% place, A/E 0.65, ROI -70.4%","Trainer over sprint trips: 40 starts, 7.5% win, 40.0% place, A/E 1.15, ROI -7.8%","Trainer prep profile: 81 starts, NEUTRAL, STRONG, win lift -0.2pts, place lift +4.3pts","Trainer market profile: 277 starts, 6.1% win, 31.4% place, A/E 0.56, ROI -50.8%",Limited sample,"Jockey over sprint trips: 519 starts, 0.4% win, 2.3% place, A/E 0.45, ROI -96.0%",Not applicable today,"Trainer/jockey combination: 8 starts, 0.0% win, 0.0% place, ROI -100.0%",NEUTRAL,NEUTRAL,0,Trainer distance profile: A/E 1.15 from 40 starts,"Trainer prep profile: 81 starts, NEUTRAL, STRONG, win lift -0.2pts, place lift +4.3pts",,Trainer track profile: below market expectation,PALAZZO DAMA (1E) has a neutral connection read. Trainer distance profile: A/E 1.15 from 40 starts.,HIGH,MISSING_JOCKEY
2026-06-27,CAULFIELD,6,LOST THE PLOT (2E),SHANNON ROUGHAN,Not Notified,SLROUGHAN,,,DEVELOPING_CONNECTION,Limited sample,"Trainer over sprint trips: 37 starts, 2.7% win, 18.9% place, A/E 0.65, ROI -100.0%","Trainer prep profile: 55 starts, NEUTRAL, STRONG, win lift -1.5pts, place lift +5.1pts","Trainer market profile: 180 starts, 5.0% win, 21.7% place, A/E 0.70, ROI -28.7%",Limited sample,"Jockey over sprint trips: 519 starts, 0.4% win, 2.3% place, A/E 0.45, ROI -96.0%",Not applicable today,Limited sample,NEUTRAL,NEUTRAL,1,"Trainer prep profile: 55 starts, NEUTRAL, STRONG, win lift -1.5pts, place lift +5.1pts",Trainer SP profile: ROI +727.3% from 11 starts,,Trainer distance profile: below market expectation,"LOST THE PLOT (2E) has a neutral connection read. Trainer prep profile: 55 starts, NEUTRAL, STRONG, win lift -1.5pts, place lift +5.1pts.",HIGH,MISSING_JOCKEY
2026-06-27,CAULFIELD,6,LA ASTRO CHAT,PAT CAREY & HARRIS WALKER,MOLLY BOURKE,PCHWALKER,MGBOURKE,PCHWALKER|MGBOURKE,STRONG_CONNECTION,"Trainer at CAULFIELD: 17 starts, 17.6% win, 41.2% place, A/E 2.11, ROI +82.4%","Trainer over sprint trips: 89 starts, 12.4% win, 33.7% place, A/E 1.31, ROI -24.0%","Trainer prep profile: 93 starts, NEUTRAL, STRONG, win lift -0.2pts, place lift +0.8pts","Trainer market profile: 430 starts, 10.0% win, 26.0% place, A/E 1.05, ROI -14.1%","Jockey at CAULFIELD: 18 starts, 16.7% win, 22.2% place, A/E 1.59, ROI -14.4%","Jockey over sprint trips: 26 starts, 7.7% win, 19.2% place, A/E 1.85, ROI -38.5%",Not applicable today,Limited sample,ELITE,ELITE,100,Trainer track profile: A/E 2.11 from 17 starts,Trainer distance profile: A/E 1.31 from 89 starts,Trainer market profile: A/E 1.05 from 430 starts,,LA ASTRO CHAT has a elite connection read. Trainer track profile: A/E 2.11 from 17 starts.,HIGH,BRIDGE_RESOLVED
2026-06-27,CAULFIELD,6,CANNYWORTH,GLEN THOMPSON,RYAN HOUSTON,GCTHOMPSON,RKHOUSTON,GCTHOMPSON|RKHOUSTON,STRONG_CONNECTION,"Trainer at CAULFIELD: 31 starts, 12.9% win, 22.6% place, A/E 1.91, ROI -29.7%","Trainer over sprint trips: 19 starts, 10.5% win, 42.1% place, A/E 0.90, ROI -18.9%","Trainer prep profile: 33 starts, MILD PREP CONTEXT EDGE, MODERATE, win lift +4.9pts, place lift +10.1pts","Trainer market profile: 139 starts, 10.1% win, 31.7% place, A/E 0.85, ROI -43.6%","Jockey at CAULFIELD: 67 starts, 7.5% win, 23.9% place, A/E 0.76, ROI -36.6%","Jockey over sprint trips: 351 starts, 11.1% win, 27.9% place, A/E 1.14, ROI +1.5%",Not applicable today,"Trainer/jockey combination: 8 starts, 12.5% win, 25.0% place, A/E 1.24, ROI -56.2%",POSITIVE,POSITIVE,57,Trainer track profile: A/E 1.91 from 31 starts,Trainer distance profile: 42.1% place from 19 starts,Jockey distance profile: A/E 1.14 from 351 starts,Trainer market profile: below market expectation,CANNYWORTH has a positive connection read. Trainer track profile: A/E 1.91 from 31 starts.,HIGH,BRIDGE_RESOLVED
2026-06-27,CAULFIELD,6,FARCITED,ANTHONY & SAM FREEDMAN,BEN ALLEN,ASFREEDMAN,BALLEN,ASFREEDMAN|BALLEN,STRONG_CONNECTION,"Trainer at CAULFIELD: 332 starts, 15.7% win, 34.9% place, A/E 1.10, ROI -0.7%","Trainer over sprint trips: 892 starts, 21.5% win, 50.8% place, A/E 1.10, ROI -22.6%","Trainer prep profile: 660 starts, NEUTRAL, ELITE SAMPLE, win lift +0.6pts, place lift -2.0pts | Combo prep profile: 32 starts, NEUTRAL, MODERATE, win lift +3.8pts, place lift +9.3pts","Trainer market profile: 2674 starts, 18.6% win, 45.3% place, A/E 0.95, ROI -20.5%","Jockey at CAULFIELD: 300 starts, 11.7% win, 29.7% place, A/E 1.15, ROI -13.2%","Jockey over sprint trips: 775 starts, 12.6% win, 37.2% place, A/E 0.88, ROI -38.8%",Not applicable today,"Trainer/jockey combination: 94 starts, 19.1% win, 47.9% place, A/E 0.85, ROI -28.6%",ELITE,ELITE,82,Trainer track profile: A/E 1.10 from 332 starts,Trainer distance profile: A/E 1.10 from 892 starts,Trainer market profile: 45.3% place from 2674 starts,,FARCITED has a elite connection read. Trainer track profile: A/E 1.10 from 332 starts.,HIGH,CANONICAL_BRIDGE
2026-06-27,CAULFIELD,6,STREET ARTIST,ANTHONY & SAM FREEDMAN,JAMIE MOTT,ASFREEDMAN,JMOTT,ASFREEDMAN|JMOTT,STRONG_CONNECTION,"Trainer at CAULFIELD: 332 starts, 15.7% win, 34.9% place, A/E 1.10, ROI -0.7%","Trainer over sprint trips: 892 starts, 21.5% win, 50.8% place, A/E 1.10, ROI -22.6%","Trainer prep profile: 660 starts, NEUTRAL, ELITE SAMPLE, win lift +0.6pts, place lift -2.0pts | Combo prep profile: 36 starts, NEUTRAL, MODERATE, win lift -9.2pts, place lift -7.2pts","Trainer market profile: 2674 starts, 18.6% win, 45.3% place, A/E 0.95, ROI -20.5%","Jockey at CAULFIELD: 446 starts, 8.3% win, 21.1% place, A/E 0.84, ROI -25.6%","Jockey over sprint trips: 1683 starts, 15.0% win, 43.3% place, A/E 0.91, ROI -25.9%",Not applicable today,"Trainer/jockey combination: 181 starts, 19.9% win, 50.3% place, A/E 0.96, ROI -21.7%",POSITIVE,POSITIVE,48,Trainer track profile: A/E 1.10 from 332 starts,Trainer distance profile: A/E 1.10 from 892 starts,Trainer market profile: 45.3% place from 2674 starts,Jockey track profile: below market expectation,STREET ARTIST has a positive connection read. Trainer track profile: A/E 1.10 from 332 starts.,HIGH,CANONICAL_BRIDGE
2026-06-27,CAULFIELD,6,SALUTED,ROBBIE GRIFFITHS,PATRICK MOLONEY,RDGRIFFITHS,PMOLONEY,RDGRIFFITHS|PMOLONEY,DEVELOPING_CONNECTION,"Trainer at CAULFIELD: 566 starts, 5.8% win, 25.8% place, A/E 0.62, ROI -47.9%","Trainer over sprint trips: 2118 starts, 14.1% win, 40.0% place, A/E 0.89, ROI -16.5%","Trainer prep profile: 2095 starts, NEUTRAL, ELITE SAMPLE, win lift +0.3pts, place lift -0.4pts","Trainer market profile: 7203 starts, 11.9% win, 36.0% place, A/E 0.80, ROI -25.9%",Limited sample,Limited sample,Not applicable today,Limited sample,NEUTRAL,NEUTRAL,9,Trainer distance profile: 40.0% place from 2118 starts,"Trainer prep profile: 2095 starts, NEUTRAL, ELITE SAMPLE, win lift +0.3pts, place lift -0.4pts",Trainer SP profile: ROI -15.9% from 46 starts,Trainer track profile: below market expectation,SALUTED has a neutral connection read. Trainer distance profile: 40.0% place from 2118 starts.,HIGH,BRIDGE_RESOLVED
2026-06-27,CAULFIELD,6,GROUND CONTROL,PHILLIP STOKES,LACHLAN NEINDORF,PSTOKES,LNEINDORF,PSTOKES|LNEINDORF,DEVELOPING_CONNECTION,Limited sample,Limited sample,Limited sample,Limited sample,"Jockey at CAULFIELD: 23 starts, 4.3% win, 21.7% place, A/E 0.46, ROI +34.8%","Jockey over sprint trips: 81 starts, 6.2% win, 21.0% place, A/E 0.55, ROI -69.8%",Not applicable today,Limited sample,NEUTRAL,NEUTRAL,16,Jockey track profile: ROI +34.8% from 23 starts,,,Jockey distance profile: below market expectation,GROUND CONTROL has a neutral connection read. Jockey track profile: ROI +34.8% from 23 starts.,MEDIUM,CANONICAL_BRIDGE
2026-06-27,CAULFIELD,6,GUNZ,STEFAN JOKIC,HARRY COFFEY,SJOKIC,HTCOFFEY,SJOKIC|HTCOFFEY,STRONG_CONNECTION,Limited sample,"Trainer over sprint trips: 32 starts, 18.8% win, 43.8% place, A/E 1.73, ROI -17.7%","Trainer prep profile: 66 starts, NEUTRAL, STRONG, win lift +1.8pts, place lift -6.5pts","Trainer market profile: 148 starts, 8.8% win, 29.1% place, A/E 1.07, ROI -32.9%","Jockey at CAULFIELD: 351 starts, 9.4% win, 31.3% place, A/E 1.13, ROI -11.1%","Jockey over sprint trips: 1381 starts, 12.4% win, 37.4% place, A/E 0.96, ROI -39.8%",Not applicable today,Limited sample,ELITE,ELITE,81,Trainer distance profile: A/E 1.73 from 32 starts,Trainer market profile: A/E 1.07 from 148 starts,Jockey track profile: A/E 1.13 from 351 starts,,GUNZ has a elite connection read. Trainer distance profile: A/E 1.73 from 32 starts.,HIGH,BRIDGE_RESOLVED
2026-06-27,CAULFIELD,6,IM FOXING,ALEXANDER RAE,LUKE CARTWRIGHT,AGRAE,LKCARTWRIGHT,AGRAE|LKCARTWRIGHT,STRONG_CONNECTION,"Trainer at CAULFIELD: 35 starts, 14.3% win, 48.6% place, A/E 1.03, ROI -27.7%","Trainer over sprint trips: 125 starts, 16.8% win, 49.6% place, A/E 1.12, ROI -2.4%","Trainer prep profile: 209 starts, NEUTRAL, ELITE SAMPLE, win lift +0.1pts, place lift +2.9pts","Trainer market profile: 547 starts, 13.5% win, 41.9% place, A/E 0.84, ROI -27.2%","Jockey at CAULFIELD: 97 starts, 11.3% win, 38.1% place, A/E 1.04, ROI +45.8%","Jockey over sprint trips: 398 starts, 8.3% win, 31.2% place, A/E 0.71, ROI -52.5%",Not applicable today,Limited sample,POSITIVE,POSITIVE,49,Trainer track profile: 48.6% place from 35 starts,Trainer distance profile: A/E 1.12 from 125 starts,Trainer market profile: 41.9% place from 547 starts,Jockey distance profile: below market expectation,IM FOXING has a positive connection read. Trainer track profile: 48.6% place from 35 starts.,HIGH,BRIDGE_RESOLVED
2026-06-27,CAULFIELD,7,BLACK STORM,TIM FITZSIMMONS,RYAN HOUSTON,TLFITZSIMMONS,RKHOUSTON,TLFITZSIMMONS|RKHOUSTON,STRONG_CONNECTION,Limited sample,"Trainer over middle trips: 24 starts, 12.5% win, 41.7% place, A/E 0.86, ROI -55.4%","Trainer prep profile: 58 starts, NEUTRAL, STRONG, win lift -1.8pts, place lift +6.1pts","Trainer market profile: 184 starts, 15.2% win, 42.9% place, A/E 1.05, ROI -47.0%","Jockey at CAULFIELD: 67 starts, 7.5% win, 23.9% place, A/E 0.76, ROI -36.6%","Jockey over middle trips: 307 starts, 9.4% win, 30.3% place, A/E 0.97, ROI -17.1%",Not applicable today,"Trainer/jockey combination: 14 starts, 28.6% win, 42.9% place, A/E 2.13, ROI +36.4%",STRONG,STRONG,61,Trainer distance profile: 41.7% place from 24 starts,Trainer market profile: A/E 1.05 from 184 starts,Trainer/jockey combination: A/E 2.13 from 14 starts,Jockey track profile: below market expectation,BLACK STORM has a strong connection read. Trainer distance profile: 41.7% place from 24 starts.,HIGH,BRIDGE_RESOLVED
2026-06-27,CAULFIELD,7,BEACH PAD,SHANE JACKSON,DEAN YENDALL,SJACKSON,DYENDALL,SJACKSON|DYENDALL,STRONG_CONNECTION,"Trainer at CAULFIELD: 11 starts, 0.0% win, 18.2% place, A/E 0.00, ROI -100.0%","Trainer over middle trips: 88 starts, 15.9% win, 40.9% place, A/E 0.89, ROI -24.9%","Trainer prep profile: 142 starts, NEUTRAL, ELITE SAMPLE, win lift +3.5pts, place lift +4.3pts","Trainer market profile: 458 starts, 15.9% win, 45.0% place, A/E 1.09, ROI -23.3%","Jockey at CAULFIELD: 531 starts, 7.0% win, 21.7% place, A/E 0.86, ROI +25.4%","Jockey over middle trips: 2265 starts, 13.7% win, 37.0% place, A/E 0.92, ROI -17.1%",Not applicable today,"Trainer/jockey combination: 8 starts, 37.5% win, 37.5% place, A/E 1.84, ROI +151.0%",ELITE,ELITE,81,Trainer distance profile: 40.9% place from 88 starts,Trainer market profile: A/E 1.09 from 458 starts,Jockey track profile: ROI +25.4% from 531 starts,Trainer track profile: below market expectation,BEACH PAD has a elite connection read. Trainer distance profile: 40.9% place from 88 starts.,HIGH,CANONICAL_BRIDGE
2026-06-27,CAULFIELD,7,MOMETZ,PETER G MOODY & KATHERINE COLEMAN,LUKE CARTWRIGHT,PGMKCOLEMAN,LKCARTWRIGHT,PGMKCOLEMAN|LKCARTWRIGHT,DEVELOPING_CONNECTION,"Trainer at CAULFIELD: 247 starts, 9.3% win, 34.0% place, A/E 0.80, ROI -37.4%","Trainer over middle trips: 305 starts, 13.8% win, 36.7% place, A/E 0.84, ROI -21.6%","Trainer prep profile: 470 starts, NEUTRAL, ELITE SAMPLE, win lift -1.3pts, place lift -2.1pts | Combo prep profile: 30 starts, NEUTRAL, MODERATE, win lift -8.4pts, place lift -9.2pts","Trainer market profile: 1973 starts, 13.5% win, 39.8% place, A/E 0.83, ROI -28.2%","Jockey at CAULFIELD: 97 starts, 11.3% win, 38.1% place, A/E 1.04, ROI +45.8%","Jockey over middle trips: 337 starts, 9.2% win, 29.4% place, A/E 0.80, ROI -12.7%",Not applicable today,"Trainer/jockey combination: 144 starts, 13.9% win, 41.7% place, A/E 0.94, ROI -1.8%",NEUTRAL,NEUTRAL,24,Trainer market profile: 39.8% place from 1973 starts,Jockey track profile: ROI +45.8% from 97 starts,Trainer/jockey combination: 41.7% place from 144 starts,Trainer track profile: below market expectation,MOMETZ has a neutral connection read. Trainer market profile: 39.8% place from 1973 starts.,HIGH,BRIDGE_RESOLVED
2026-06-27,CAULFIELD,7,STOP THE ROCK,PATRICK PAYNE,DAKOTAH KEANE,PPAYNE,DKEANE,PPAYNE|DKEANE,DEVELOPING_CONNECTION,"Trainer at CAULFIELD: 205 starts, 8.3% win, 34.6% place, A/E 0.64, ROI -45.9%","Trainer over middle trips: 662 starts, 15.3% win, 37.9% place, A/E 0.88, ROI -14.0%","Trainer prep profile: 1353 starts, NEUTRAL, ELITE SAMPLE, win lift -0.5pts, place lift -3.8pts","Trainer market profile: 3696 starts, 15.8% win, 42.1% place, A/E 0.87, ROI -21.0%","Jockey at CAULFIELD: 29 starts, 13.8% win, 20.7% place, A/E 1.83, ROI -20.0%","Jockey over middle trips: 162 starts, 4.3% win, 16.0% place, A/E 0.46, ROI -65.5%",Not applicable today,Limited sample,NEUTRAL,NEUTRAL,23,Trainer market profile: 42.1% place from 3696 starts,Jockey track profile: A/E 1.83 from 29 starts,"Trainer prep profile: 1353 starts, NEUTRAL, ELITE SAMPLE, win lift -0.5pts, place lift -3.8pts",Trainer track profile: below market expectation,STOP THE ROCK has a neutral connection read. Trainer market profile: 42.1% place from 3696 starts.,HIGH,CANONICAL_BRIDGE
2026-06-27,CAULFIELD,7,ORIENTAL SMOKE,"BEN, WILL & JD HAYES",JACKSON RADLEY,BWJDHAYES,JGRADLEY,BWJDHAYES|JGRADLEY,STRONG_CONNECTION,"Trainer at CAULFIELD: 387 starts, 13.7% win, 36.7% place, A/E 1.00, ROI -18.6%","Trainer over middle trips: 677 starts, 15.1% win, 37.5% place, A/E 0.85, ROI -17.6%","Trainer prep profile: 782 starts, NEUTRAL, ELITE SAMPLE, win lift -0.4pts, place lift +0.1pts | Combo prep profile: 39 starts, MILD COMBO PREP EDGE, MODERATE, win lift +5.4pts, place lift +14.2pts","Trainer market profile: 4345 starts, 16.0% win, 41.2% place, A/E 1.01, ROI -31.7%","Jockey at CAULFIELD: 28 starts, 10.7% win, 35.7% place, A/E 0.77, ROI -63.0%","Jockey over middle trips: 53 starts, 22.6% win, 39.6% place, A/E 1.39, ROI +49.4%",Not applicable today,"Trainer/jockey combination: 136 starts, 15.4% win, 39.7% place, A/E 0.96, ROI -20.4%",ELITE,ELITE,78,Trainer market profile: 41.2% place from 4345 starts,Jockey distance profile: A/E 1.39 from 53 starts,Trainer/jockey combination: 39.7% place from 136 starts,Jockey track profile: below market expectation,ORIENTAL SMOKE has a elite connection read. Trainer market profile: 41.2% place from 4345 starts.,HIGH,BRIDGE_RESOLVED
2026-06-27,CAULFIELD,7,MR BLUNT,TONY & CALVIN MCEVOY,JOHN ALLEN,TCMCEVOY,JALLEN,TCMCEVOY|JALLEN,DEVELOPING_CONNECTION,"Trainer at CAULFIELD: 208 starts, 12.0% win, 34.1% place, A/E 0.99, ROI -11.8%","Trainer over middle trips: 329 starts, 15.2% win, 41.0% place, A/E 0.88, ROI -23.1%","Trainer prep profile: 463 starts, NEUTRAL, ELITE SAMPLE, win lift -1.4pts, place lift -2.9pts | Combo prep profile: 38 starts, NEUTRAL, MODERATE, win lift -6.5pts, place lift +3.1pts","Trainer market profile: 2178 starts, 17.2% win, 43.9% place, A/E 0.95, ROI -28.2%","Jockey at CAULFIELD: 398 starts, 10.1% win, 28.6% place, A/E 0.87, ROI -40.1%","Jockey over middle trips: 1047 starts, 14.9% win, 40.3% place, A/E 0.85, ROI -25.2%",Not applicable today,"Trainer/jockey combination: 133 starts, 20.3% win, 48.1% place, A/E 0.99, ROI -44.5%",NEUTRAL,NEUTRAL,28,Trainer distance profile: 41.0% place from 329 starts,Trainer market profile: 43.9% place from 2178 starts,Jockey distance profile: 40.3% place from 1047 starts,,MR BLUNT has a neutral connection read. Trainer distance profile: 41.0% place from 329 starts.,HIGH,CANONICAL_BRIDGE
2026-06-27,CAULFIELD,7,MADIYYA,"BEN, WILL & JD HAYES",JAMIE MOTT,BWJDHAYES,JMOTT,BWJDHAYES|JMOTT,DEVELOPING_CONNECTION,"Trainer at CAULFIELD: 387 starts, 13.7% win, 36.7% place, A/E 1.00, ROI -18.6%","Trainer over middle trips: 677 starts, 15.1% win, 37.5% place, A/E 0.85, ROI -17.6%","Trainer prep profile: 782 starts, NEUTRAL, ELITE SAMPLE, win lift -0.4pts, place lift +0.1pts | Combo prep profile: 14 starts, NEUTRAL, DEVELOPING, win lift -7.5pts, place lift -5.7pts","Trainer market profile: 4345 starts, 16.0% win, 41.2% place, A/E 1.01, ROI -31.7%","Jockey at CAULFIELD: 446 starts, 8.3% win, 21.1% place, A/E 0.84, ROI -25.6%","Jockey over middle trips: 1536 starts, 13.4% win, 37.6% place, A/E 0.87, ROI -21.5%",Not applicable today,"Trainer/jockey combination: 73 starts, 11.0% win, 32.9% place, A/E 0.65, ROI -44.1%",NEUTRAL,NEUTRAL,6,Trainer market profile: 41.2% place from 4345 starts,"Trainer prep profile: 782 starts, NEUTRAL, ELITE SAMPLE, win lift -0.4pts, place lift +0.1pts","Combo prep profile: 14 starts, NEUTRAL, DEVELOPING, win lift -7.5pts, place lift -5.7pts",Jockey track profile: below market expectation,MADIYYA has a neutral connection read. Trainer market profile: 41.2% place from 4345 starts.,HIGH,CANONICAL_BRIDGE
2026-06-27,CAULFIELD,7,THE DEVIL IN HER,PATRICK PAYNE,JAKE NOONAN,PPAYNE,JNOONAN,PPAYNE|JNOONAN,DEVELOPING_CONNECTION,"Trainer at CAULFIELD: 205 starts, 8.3% win, 34.6% place, A/E 0.64, ROI -45.9%","Trainer over middle trips: 662 starts, 15.3% win, 37.9% place, A/E 0.88, ROI -14.0%","Trainer prep profile: 1353 starts, NEUTRAL, ELITE SAMPLE, win lift -0.5pts, place lift -3.8pts | Combo prep profile: 7 starts, LOW SAMPLE, LOW SAMPLE, win lift -8.3pts, place lift -14.9pts","Trainer market profile: 3696 starts, 15.8% win, 42.1% place, A/E 0.87, ROI -21.0%","Jockey at CAULFIELD: 281 starts, 6.0% win, 21.4% place, A/E 0.77, ROI +6.4%","Jockey over middle trips: 1167 starts, 8.1% win, 25.3% place, A/E 0.76, ROI -25.9%",Not applicable today,"Trainer/jockey combination: 24 starts, 8.3% win, 29.2% place, A/E 0.54, ROI -76.7%",NEUTRAL,NEUTRAL,0,Trainer market profile: 42.1% place from 3696 starts,Jockey track profile: ROI +6.4% from 281 starts,"Trainer prep profile: 1353 starts, NEUTRAL, ELITE SAMPLE, win lift -0.5pts, place lift -3.8pts",Trainer track profile: below market expectation,THE DEVIL IN HER has a neutral connection read. Trainer market profile: 42.1% place from 3696 starts.,HIGH,CANONICAL_BRIDGE
2026-06-27,CAULFIELD,7,TIKEMYSON (1E),SYMON WILDE,Not Notified,SWWILDE,,,DEVELOPING_CONNECTION,"Trainer at CAULFIELD: 124 starts, 4.0% win, 20.2% place, A/E 0.41, ROI -88.1%","Trainer over middle trips: 742 starts, 13.7% win, 35.8% place, A/E 0.86, ROI -17.4%","Trainer prep profile: 1047 starts, NEUTRAL, ELITE SAMPLE, win lift -2.0pts, place lift -3.7pts","Trainer market profile: 3818 starts, 14.7% win, 38.9% place, A/E 0.95, ROI -15.9%",Limited sample,"Jockey over middle trips: 318 starts, 0.9% win, 5.3% place, A/E 0.43, ROI -94.7%",Not applicable today,"Trainer/jockey combination: 39 starts, 0.0% win, 0.0% place, ROI -100.0%",NEUTRAL,NEUTRAL,3,Trainer market profile: 38.9% place from 3818 starts,"Trainer prep profile: 1047 starts, NEUTRAL, ELITE SAMPLE, win lift -2.0pts, place lift -3.7pts",Trainer SP profile: ROI -54.3% from 44 starts,Trainer track profile: below market expectation,TIKEMYSON (1E) has a neutral connection read. Trainer market profile: 38.9% place from 3818 starts.,HIGH,MISSING_JOCKEY
